bNYesZ944s6IJVowOnB0iA,6jsGtz0vwEGZ44urQKQkeQ,5,1256331600
-YldR077YHNelbmw9ZHbnA,6jsGtz0vwEGZ44urQKQkeQ,4,1272834000
-YldR077YHNelbmw9ZHbnA,aHzzAmjZBUXJ3EHxFdRKOQ,3,1159736400
-YldR077YHNelbmw9ZHbnA,OUzTKc5YcCPOPG5e8Di67g,4,1170194400
-YldR077YHNelbmw9ZHbnA,S3Fw7s_GA94lJLbLFrqZrw,5,1296424800
-YldR077YHNelbmw9ZHbnA,lWOkeS-wV4no8qqA9OwwEg,3,1271538000
-YldR077YHNelbmw9ZHbnA,XEugUtbw4rRmGr9S1XA-aQ,4,1190322000
-YldR077YHNelbmw9ZHbnA,nU4XBdvxDABXqZ6CnB8Dig,2,1270933200
-YldR077YHNelbmw9ZHbnA,1uISe_8PM9XfPixP6ThxMQ,5,1287694800
-YldR077YHNelbmw9ZHbnA,ssGhu4n3emZ9kEPVf371IQ,4,1304974800
-YldR077YHNelbmw9ZHbnA,pCBh8cuVBaOOM9x4Bxi5dw,5,1221339600
-YldR077YHNelbmw9ZHbnA,RcqZmRj3mWiimohFnNA4Nw,5,1295906400
-YldR077YHNelbmw9ZHbnA,5CowEPr5wWrcOYZ-CDGwdw,4,1156885200
-YldR077YHNelbmw9ZHbnA,d7Asc4q2ImoPlA_BhfroTQ,4,1247691600
-YldR077YHNelbmw9ZHbnA,H4jJ7XB3CetIr1pg56CczQ,5,1233007200
-YldR077YHNelbmw9ZHbnA,8p_aK32w03D2ssgXs0fsXg,5,1311973200
-YldR077YHNelbmw9ZHbnA,CfPXs4PXZU0vKgeDAI_7xg,3,1153688400
-YldR077YHNelbmw9ZHbnA,n8AfzNmqZUfXZzHtieea_A,4,1240779600
-YldR077YHNelbmw9ZHbnA,pNPuK9p-In04x_gWDQz58A,3,1247864400
-YldR077YHNelbmw9ZHbnA,FeVmZXCk9y7Gff48e79AVA,5,1153688400
-YldR077YHNelbmw9ZHbnA,qVSOes5JoWc5_umv4nd4Hg,5,1153947600
-YldR077YHNelbmw9ZHbnA,9SkWX47EA0B8Dw8GoJVGxA,3,1165701600
-YldR077YHNelbmw9ZHbnA,yknjbHNG7b0qL_Gw-U2luw,5,1153688400
-YldR077YHNelbmw9ZHbnA,-A86Bdcclps0NW387kzCnQ,5,1268517600
-YldR077YHNelbmw9ZHbnA,g8YlMTgQiE7gj1OqftCySA,2,1272142800
-YldR077YHNelbmw9ZHbnA,c3eMI4_o4dPDDhPV_ibBYQ,5,1167948000
-YldR077YHNelbmw9ZHbnA,uc5qQMzs96rzjK27epDCug,4,1176238800
-YldR077YHNelbmw9ZHbnA,2rnd1ezRyn3bmUF4VJK27Q,5,1153774800
-YldR077YHNelbmw9ZHbnA,WIhm0W9197f_rRtDziq5qQ,4,1153688400
-YldR077YHNelbmw9ZHbnA,erhoGN6at6xnWRtDP5vbRw,2,1161205200
-YldR077YHNelbmw9ZHbnA,Hs1TH_4FpyzbX6_J5r1XXg,5,1314219600
-YldR077YHNelbmw9ZHbnA,N4Pss0mR4ygDOoSRpM2FQA,4,1258408800
-YldR077YHNelbmw9ZHbnA,7xV4gzrgaOgQYtPC3FBZig,4,1176670800
-YldR077YHNelbmw9ZHbnA,U3Jy1uyEo1ig2WPoS1KCjA,5,1153688400
-YldR077YHNelbmw9ZHbnA,-sSRJ-k9jWrdOn-e8FRWMg,4,1153688400
-YldR077YHNelbmw9ZHbnA,hGo9KArKThuOKxNbwmNpoA,4,1169676000
-YldR077YHNelbmw9ZHbnA,bumYFrspfFbIhJ62KdsQGQ,2,1190494800
-YldR077YHNelbmw9ZHbnA,8XLhXJcJ2XbQ8dTBY9YyQg,2,1177448400
-YldR077YHNelbmw9ZHbnA,MxE0X8ayNGii9zA2i2ZERA,5,1194645600
-YldR077YHNelbmw9ZHbnA,Q_7J5E-cYCQfHNCkCyMdLA,5,1235426400
-YldR077YHNelbmw9ZHbnA,i2zYZYiorG4NanVrN5QXtA,4,1235512800
-YldR077YHNelbmw9ZHbnA,t9Eqb50YeIcmS0b0t8mH4A,4,1271538000
-YldR077YHNelbmw9ZHbnA,bB8dHfAEJrF5tNcHr0yJjA,3,1162591200
-YldR077YHNelbmw9ZHbnA,l5_AVUx_Er6nl_YOu4RJrg,4,1236376800
-YldR077YHNelbmw9ZHbnA,boRM4i0UQswxQIp6CA9y_A,4,1167948000
-YldR077YHNelbmw9ZHbnA,jF5CrF1BmvhoPlMTp5AoJQ,5,1153688400
-YldR077YHNelbmw9ZHbnA,_UOz7EueZKCC0MoSKk4RCg,5,1153774800
-YldR077YHNelbmw9ZHbnA,klTTiWIU7qIoaqPvngDBuw,1,1158786000
-YldR077YHNelbmw9ZHbnA,d7rjKQLAV5kagbGkjzaC5g,5,1154984400
-YldR077YHNelbmw9ZHbnA,vFpeE49lGHW5czW2aqWaOw,4,1199397600
-YldR077YHNelbmw9ZHbnA,RthvGShxPfek-xmqHmIrZg,4,1167948000
-YldR077YHNelbmw9ZHbnA,id5YvtqLo4zFLkUEowRKTg,4,1158008400
-YldR077YHNelbmw9ZHbnA,AgAkUVLN_axMY-bzbNCfCw,5,1156539600
-YldR077YHNelbmw9ZHbnA,UQZmhaPAMdZabid6ccvhTg,4,1176670800
-YldR077YHNelbmw9ZHbnA,SjG7CnTIuUBIo9T4BThkGQ,4,1167948000
-YldR077YHNelbmw9ZHbnA,Vs8kQ4R381y27AH018gLpg,3,1165010400
-YldR077YHNelbmw9ZHbnA,RSGqAGFmgfoVssOBfkldXA,3,1178485200
