restaurant_city,latitude,longitude
Murphys,38.13742020000001,-120.45964369999999
Murrieta,33.577752399999994,-117.18845420205307
Myers,45.36469375,-75.73004636839948
Needles,34.8480597,-114.6141316
Nevada City,39.2615606,-121.0160594
Newberry-Baker,34.2624186,-81.62817209999999
Newbury Park,34.183671000000004,-118.91183020000001
Newcastle,38.8740658,-121.13328059999999
Newman,37.313948700000005,-121.02042220000001
Nicasio,38.0615885,-122.6985975
Niland,33.2376852,-115.51355374359429
Nipomo,35.03582160000001,-120.4964189159617
Norco,33.9323307,-117.55089009999999
Norden,39.3178273,-120.35573190000001
North Highlands,38.671097499999995,-121.3879538180464
North Hills,34.2429575,-118.4854081
North Pacific Beach,32.797826799999996,-117.2403183
North Park,32.7483876,-117.1301564
North San Juan,39.369864,-121.10544840000001
Norwalk,33.909280200000005,-118.0849169
Novato,38.1061979,-122.56811909999999
Oak Glen,34.049457399999994,-116.94780449999999
Oak Park,34.1792025,-118.7619719
Oakdale,37.78735135,-120.81972543130207
Oakhurst,37.333178,-119.65724412283629
Oakley,37.9974219,-121.71245359999999
Occidental,38.4010855,-122.93126325128165
Oceano,35.0988648,-120.612393
Olancha,36.270251,-117.99971879375559
Old Orcutt,34.8650717,-120.4366904
Old Station,40.67516079999999,-121.43081049999999
Olema,38.0407566,-122.7880459
Olympic Valley,39.1963221,-120.2335988
Onyx,35.687366,-118.18035835874626
Orangevale,38.6840715,-121.21839903078863
Orcutt,34.8650717,-120.4366904
Orick,41.2867896,-124.05979369999999
Orinda,37.8771476,-122.17968880000001
Orland,39.747110600000006,-122.1911356
Oro Grande,34.598881299999995,-117.33421340000001
Oroville,39.513775200000005,-121.55635900000001
Oxnard,34.1976308,-119.18038179999999
Pacheco,37.9856477,-122.073039
Pacific Beach,32.797826799999996,-117.2403183
Pacoima,34.262502500000004,-118.427027
Paicines,36.7285708,-121.2785409
Pala,33.3653102,-117.07669650000001
Palmdale,34.5793131,-118.1171108
Palo Verde,33.427043,-114.72739567629057
Palomar Mountain,33.3228128,-116.87863590000002
Palos Verdes Estates,33.7872386,-118.40181299999999
Palos Verdes Peninsula,33.77984925,-118.3722057919907
Panorama City,34.2242902,-118.44537450000001
Paradise,47.5255933,-52.872414500000005
Paramount,33.898917,-118.17100500000001
Patterson,37.471623,-121.1296949
Pauma Valley,33.3033679,-116.98141670000001
Pearblossom,34.506383,-117.9097881
Peninsula,44.53123335,-64.24467200159904
Penngrove,38.2996376,-122.66665330000001
Perris,33.7825194,-117.22864779999999
Phelan,34.426297999999996,-117.57250259999998
Piedmont,37.824371500000005,-122.23163500000001
Pine Grove,39.3493389,-123.8141821
Pine Mountain Club,34.844750299999994,-119.15781322893068
Pine Valley,32.841743949999994,-116.51504789059828
Pinecrest,39.1626734,-120.9682777
Pinole,38.0043667,-122.29885870000001
Pioneertown,34.1557575,-116.49627190000001
Pismo,33.7312058,-117.7697509
Pittsburg,38.0181745,-121.8901232
Placerville,38.7296252,-120.798546
Playa Vista,33.976010200000005,-118.4181654
Playa del Rey,33.9541453,-118.4388067
Plymouth,38.4818531,-120.84465900000001
Point Arena,38.908798,-123.69307260000001
Point Reyes,37.995318100000006,-123.02346570000002
Point Reyes Sta,37.995318100000006,-123.02346570000002
Point Richmond,37.924091499999996,-122.38913829999998
Pollock Pines,38.7497125,-120.57766446881607
Pope Valley,38.6151837,-122.427757
Port Hueneme,34.1477558,-119.19515590000002
Porter Ranch,34.2818164,-118.56127140000001
Porterville,36.06523,-119.0167679
Portola,39.819389,-120.46736204229073
Portola Valley,37.373629799999996,-122.219047
Poway,32.9628234,-117.0358646
Princeton-by-the-Sea,37.5049409,-122.48692220000001
Pt. Richmond,37.924091499999996,-122.38913829999998
Quincy,39.930994500000004,-120.95357394728883
Ramona,33.035378,-116.86751322074122
Ranchita,33.2100397,-116.5166835
Rancho Bernardo,33.0186103,-117.06104950000001
Rancho Cordova,38.5890723,-121.302728
Rancho Santa Fe,33.024194949999995,-117.19815158464623
Red Bluff,40.178427899999996,-122.2359236
Redding,40.5863563,-122.3916754
Redwood  City,37.4863239,-122.232523
Redwood Shores,37.5318804,-122.2480219
Redwood Valley,39.26841725,-123.19937042155392
Reedley,36.5963395,-119.45040290000001
Rialto,34.1064001,-117.37032350000001
Ridgecrest,35.6225064,-117.66994140000001
Rimforest,34.2297292,-117.2250419
Rio Dell,40.499301,-124.10643700000001
Ripon,45.7831185,-75.0997632
Riverbank,37.7360396,-120.9354895
Rocklin,38.7907339,-121.2357828
Rockridge,37.8447104,-122.25134809999999
Rodeo,38.0339842,-122.2676656
Rohnert Park,38.3396367,-122.70109840000002
Rolling Hills Estate,35.9112906,-82.3628676
Rolling Hills Estates,33.787794299999995,-118.3581284
Ross,37.9624239,-122.55497749999999
Running Springs,34.2124412,-117.12487761192112
S San Gabriel,34.0497275,-118.0942289
S. San Francisco,37.653540299999996,-122.4168664
SIlverlake,33.952034399999995,-117.55282339593693
Sacaramento,11.4799866,-85.6781056
Salida,37.7151375,-121.08667876282566
Salinas,36.6744117,-121.6550372
San Anselmo,37.9744323,-122.56150320000002
San Ardo,36.025425,-120.9080129570552
San Bernardino,34.8253019,-116.0833144
San Bernardino County,34.8253019,-116.0833144
San Dimas,34.1066756,-117.8067257
San Fernando,34.28497,-118.437652
San Fernando Valley,34.21488529999999,-118.49982040000002
San Geronimo,38.006614,-122.66124494462721
San Gregorio,37.32691679999999,-122.3865767
San Jacinto,33.7839664,-116.95890859999999
San Juan Bautista,36.8455173,-121.53798940000001
San Lorenzo,37.67358950000001,-122.13185702134773
San Martin,37.089655,-121.59450459760274
San Mateo County,37.496904,-122.33305729999998
San Miguel,35.754959,-120.69322707884932
San Pablo,37.96214570000001,-122.3455263
San Pedro,33.7358518,-118.2922934
San Quentin,37.9413133,-122.4849739
San Ysidro,32.5520013,-117.04308130000001
Sand City,36.6171819,-121.8482855
Sanger,36.708006,-119.5559652
Santa Clarita,34.3916641,-118.54258600000001
Santa Fe Springs,33.9480787,-118.06914990000001
Santa Jose,45.4028164,-75.6103389
Santa Maria,34.953129499999996,-120.4358577
Santa Nella,38.497135,-122.96666440000001
Santa Ynez,34.608637,-120.1046774214973
Santa Ysabel,33.109209899999996,-116.6730763
Santee,32.8383828,-116.97391670000002
Saugus,34.4493489,-118.5168257
Scotts Valley,37.051059499999994,-122.0146841
Seaside,36.62593,-121.81693834569451
Seiad Valley,41.8418128,-123.194727
Selma,36.5707838,-119.61207649999999
Sequoia National Park,36.49584065,-118.55991938438645
Sharp Park,37.6360466,-122.48803000000001
Shaver Lake,37.09684,-119.32025832557328
Shell Beach,35.155253200000004,-120.6723949
Sierra,39.5849065,-120.5305731
Sierraville,39.5896256,-120.36743009999999
Signal HIll,33.804826,-118.168259
Signal Hill,33.804826,-118.168259
Silverado,50.884366299999996,-114.0780347
Silverlake,33.952034399999995,-117.55282339593693
So Pasadena,34.14764520000001,-118.14447790000001
So San Francisco,37.779026200000004,-122.4199061
So. San Francisco,37.779026200000004,-122.4199061
Soda Springs,39.0240651,-123.31584099999999
Soledad,36.4671435,-121.33474018341451
Somerset,73.074375,-93.584
Sonora,37.9840911,-120.3821381
Soquel,36.99256800000001,-121.94285974303101
South El Monte,34.0519548,-118.04673390000002
South Gate,33.9463456,-118.200981
Spring Valley,32.729639500000005,-116.9668617593562
Springville,36.123081,-118.83973999924812
Squaw Valley,36.7059295,-119.20015587604178
Stevenson Ranch,34.3881783,-118.58539569999999
Stockton,37.9577016,-121.29077959999998
Strathmore,51.0467479,-113.40548860649379
Suisun City,38.24582825,-121.97223398945441
Suisun Valley,38.2382474,-122.040244
Summerland,49.6,-119.66666699999999
Sun Valley,34.2204227,-118.3878945
Sunland,34.266946600000004,-118.3023
Sunol,37.58334455,-121.89333722934248
Sunset  Beach,33.7179231,-118.0706056
Surfside,33.7277956,-118.08228559999999
Sutter Creek,38.3929675,-120.8024357
Sutter Hill,38.37824570000001,-120.80160249999999
Sylmar,34.307625200000004,-118.44921480000001
Tahoe Vista,39.248688,-120.05190527610762
Tahoma,39.068007200000004,-120.13202050000001
Taipei City,14.48373395,121.01725876355343
Tecate,32.5833711,-116.6285217
Tecopa,35.8465745,-116.21604161376058
Tehachapi,35.1321878,-118.44897390000001
Temple City,34.1082994,-118.05775679999999
Terra Linda,38.0040893,-122.5497
The Sea Ranch,38.7149778,-123.455009
Thousand Palms,33.8217125,-116.39358
Three Rivers,36.420496500000006,-118.88033896697641
Tierrasanta,32.829215500000004,-117.10364299999999
Timber Cove,38.5296352,-123.2711192
Tipton,36.05881595,-119.31294805785187
Tomales,38.2468075,-122.90630461024095
Topanga Canyon,33.7226304,-117.77818490000001
Trabuco Canyon,33.6626232,-117.58938
Tracy,37.7396513,-121.42522269999999
Traver,36.451702000000004,-119.4824172709824
Tres Pinos,36.7899573,-121.32104299999999
Trinidad,41.059290999999995,-124.143125
Trinity Center,40.9832011,-122.69974409999999
Tujunga,34.252225,-118.2884105
Tulare,36.2516475,-118.85258300000001
Turlock,37.494656799999994,-120.84659409999999
Twain Harte,38.033734499999994,-120.23849407809429
Twentynine Palms,34.1356915,-116.0543506
Twin Bridges,38.8103726,-120.1238445
Twin Peaks,37.75464,-122.44648000000001
Ukiah,39.1501662,-123.2077861
Union CIty,37.5963232,-122.08162970000001
Universal Cty,34.1412229,-118.35819409999999
Upland,34.09751,-117.64838759999999
Vacaville Ca,38.3565773,-121.98774440000001
Vallecito,38.0704785,-120.44567161383476
Vallejo,38.1040864,-122.25663670000002
Valley Center,33.226192999999995,-117.02912997949079
Valley Glen,34.182637899999996,-118.41386659999999
Venice Beach,33.97996005,-118.46878181253349
Ventura,34.4458248,-119.07793590000001
Vernon,34.007135,-118.22525
Victorville,34.536106700000005,-117.2911565
Villa Park,33.8147541,-117.82062350000001
Visalia,36.330228399999996,-119.2920585
Vista,33.2000368,-117.2425355
Volcano,38.4427907,-120.63096350000001
W Hollywood,34.0923014,-118.36928940000001
Walnut,33.708588299999995,-117.79260959999999
Walnut Creek and San Francisco,37.9020731,-122.0618702
Walnut Park,33.9692761,-118.2239906
Warner Springs,33.2822596,-116.63363030000001
Wasco,35.5941238,-119.34094569999999
Washington,39.3593424,-120.79910770000001
Watsonville,36.9092773,-121.7529071
Weaverville,40.756494,-122.9366462745098
Weed,41.42265,-122.386127
Weott,40.3214878,-123.9226034
West Covina,34.0686208,-117.93895259999998
West Hills,34.2032325,-118.645476
West Sacramento,38.5804609,-121.53023400000001
Westlake Village,34.1460234,-118.8061794
Westley,37.549376,-121.19910359999999
Westwood Village,34.0594537,-118.44424620000001
Whittier,33.9708782,-118.0308396
Wildomar,33.61603035,-117.25605451906164
Williams,39.148789,-122.15370808121037
Willits,39.4096043,-123.3555602
Willow Creek,40.9395774,-123.6314412
Willow Glen,37.3085937,-121.9008874
Willows,39.5233276,-122.19353100000001
Wilmington,33.7800164,-118.2625095
Winchester,33.719382249999995,-117.06328473837351
Windsor,42.317099,-83.0353434
Winters,38.5249065,-121.9708017
Woodbridge,43.7848982,-79.59238549999999
Woodland,38.6786109,-121.77332849999999
Yermo,34.904984899999995,-116.82031270000002
Yorba Linda,33.8901096,-117.8249705
Yorkville,43.67138610000001,-79.3901677
Yreka,41.732616,-122.63776599999998
Yuba City,39.1404477,-121.6169108
Yucaipa,34.033625,-117.0430865
Yucca Valley,34.12346289999999,-116.4140676
Zzyzx,35.142760700000004,-116.10473529999999
manhattan beach,33.8915985,-118.39512409999999
san francisco,37.779026200000004,-122.4199061
santa clarita,34.3916641,-118.54258600000001
west Los Angeles,34.0463986,-118.44813500000001
San Francisco,37.7790262,-122.4199061
Los Angeles,34.0536909,-118.242766
San Diego,32.7174202,-117.1627728
San Jose,37.3361905,-121.890583
Oakland,37.8044557,-122.2713563
Berkeley,37.8708393,-122.2728639
Santa Monica,34.0194704,-118.4912273
Sacramento,38.5810606,-121.4938951
Long Beach,33.7690164,-118.191604
San Mateo,37.496904,-122.3330573
Irvine,33.6856969,-117.8259819
Pasadena,34.1476452,-118.1444779
Palo Alto,37.4443293,-122.1598465
Costa Mesa,33.6633386,-117.903317
Santa Clara,37.2333253,-121.6846349
Mountain View,37.3893889,-122.0832101
Torrance,33.8358492,-118.3406288
Santa Barbara,34.4221319,-119.7026673
Anaheim,33.8347516,-117.911732
Sunnyvale,37.3688301,-122.0363496
Fremont,37.5482697,-121.9885719
Newport Beach,33.6170092,-117.9294401
Milpitas,37.4282724,-121.9066238
West Hollywood,34.0923014,-118.3692894
Redwood City,37.4863239,-122.232523
Huntington Beach,33.6783336,-118.0000166
Burbank,34.1816482,-118.3258554
Beverly Hills,34.0696501,-118.3963062
Santa Ana,33.7494951,-117.8732213
Santa Rosa,38.4404925,-122.7141049
Napa,38.2971367,-122.2855293
Culver City,34.0211224,-118.396466
La Jolla,32.83259,-117.2716839
Walnut Creek,37.9020731,-122.0618702
Tustin,33.7458511,-117.826166
Alameda,37.6090291,-121.899142
